date,instance_id,instance_type,environment,pricing_model,cpu_avg_percent,memory_avg_percent,hours_used,daily_cost_usd
11-08-2025,i-66774,m5.2xlarge,dev,on_demand,50.9,81.57,21,8.06
11-08-2025,i-99550,m5.2xlarge,staging,on_demand,49.28,63,18,6.91
11-08-2025,i-34530,m5.2xlarge,dev,reserved,12.58,74.2,15,4.03
11-08-2025,i-14541,m5.xlarge,staging,reserved,15.86,80.22,14,1.88
11-08-2025,i-94840,c5.large,prod,spot,71.47,70.24,15,0.64
11-08-2025,i-72787,m5.xlarge,staging,reserved,8.07,35.77,20,2.69
11-08-2025,i-27987,t3.medium,dev,reserved,27.36,40.61,18,0.52
11-08-2025,i-78919,m5.2xlarge,dev,spot,12.45,89.64,24,4.61
11-08-2025,i-12559,m5.large,prod,spot,52.07,35.97,24,1.15
11-08-2025,i-81371,m5.2xlarge,prod,reserved,38.74,48.01,19,5.11
11-08-2025,i-52153,m5.2xlarge,staging,spot,56.05,53.83,20,3.84
11-08-2025,i-51795,m5.2xlarge,staging,on_demand,83.15,52.24,12,4.61
11-08-2025,i-46822,c5.large,dev,on_demand,89.33,82.37,24,2.04
11-08-2025,i-86544,t3.medium,staging,spot,22.72,89.1,17,0.35
11-08-2025,i-96096,m5.large,dev,on_demand,14.89,79.48,15,1.44
11-08-2025,i-17328,m5.large,staging,spot,37.35,84.63,24,1.15
11-08-2025,i-32768,m5.large,prod,reserved,78.78,78.5,17,1.14
11-08-2025,i-57026,m5.large,dev,spot,72.15,35.9,17,0.82
11-08-2025,i-56095,c5.large,dev,spot,11.88,44.25,23,0.98
11-08-2025,i-34672,c5.large,prod,on_demand,19.75,69.07,21,1.79
12-08-2025,i-74282,m5.2xlarge,prod,reserved,34.42,92.93,14,3.76
12-08-2025,i-88861,t3.medium,dev,on_demand,59.48,79.91,15,0.62
12-08-2025,i-10089,m5.large,dev,spot,16.26,83.27,19,0.91
12-08-2025,i-27103,m5.xlarge,prod,on_demand,83.43,51.4,24,4.61
12-08-2025,i-52413,m5.xlarge,prod,on_demand,56.53,75.01,24,4.61
12-08-2025,i-28566,t3.medium,dev,on_demand,19.86,52.72,21,0.87
12-08-2025,i-58967,t3.medium,prod,reserved,38.89,22.44,13,0.38
12-08-2025,i-49552,m5.2xlarge,prod,on_demand,36.24,15.79,17,6.53
12-08-2025,i-67261,m5.xlarge,dev,on_demand,7.19,21.49,23,4.42
12-08-2025,i-83659,m5.2xlarge,prod,reserved,86.86,56.71,14,3.76
12-08-2025,i-87194,c5.large,staging,on_demand,87.09,46.76,22,1.87
12-08-2025,i-48602,m5.large,staging,reserved,31.5,53.02,23,1.55
12-08-2025,i-85082,m5.large,dev,spot,42.36,18.98,12,0.58
12-08-2025,i-88956,m5.2xlarge,prod,on_demand,59.47,28.36,14,5.38
12-08-2025,i-84127,m5.xlarge,prod,on_demand,57.66,65.27,22,4.22
12-08-2025,i-20198,t3.medium,staging,on_demand,17.92,15.21,17,0.71
12-08-2025,i-93386,m5.large,staging,reserved,71.36,49.08,14,0.94
12-08-2025,i-54007,t3.medium,prod,spot,9.94,94.56,22,0.46
12-08-2025,i-42707,m5.2xlarge,dev,reserved,9.91,69.08,15,4.03
12-08-2025,i-24160,t3.medium,staging,reserved,88.61,30.33,24,0.7
13-08-2025,i-65004,t3.medium,dev,reserved,17.09,20.32,19,0.55
13-08-2025,i-56036,m5.large,staging,reserved,30.78,18.59,18,1.21
13-08-2025,i-85766,c5.large,staging,on_demand,63.83,15.29,19,1.62
13-08-2025,i-14379,m5.large,dev,reserved,48.3,94.72,13,0.87
13-08-2025,i-23726,m5.xlarge,dev,reserved,74.19,62.29,16,2.15
13-08-2025,i-31090,t3.medium,staging,on_demand,31.03,63.03,18,0.75
13-08-2025,i-87860,t3.medium,prod,on_demand,49.8,46.22,17,0.71
13-08-2025,i-66534,c5.large,staging,spot,16.11,85.36,12,0.51
13-08-2025,i-17019,m5.large,prod,reserved,43.23,26.54,14,0.94
13-08-2025,i-63645,t3.medium,staging,on_demand,36.26,45.2,15,0.62
13-08-2025,i-44768,c5.large,prod,spot,75.34,72.36,20,0.85
13-08-2025,i-16505,m5.xlarge,staging,on_demand,70.39,10.94,13,2.5
13-08-2025,i-30131,m5.2xlarge,prod,spot,40.37,50.91,19,3.65
13-08-2025,i-21485,t3.medium,staging,on_demand,6.63,32.08,18,0.75
13-08-2025,i-72957,m5.xlarge,prod,spot,69.62,21.65,21,2.02
13-08-2025,i-32391,m5.large,dev,on_demand,50.5,28.29,15,1.44
13-08-2025,i-50416,m5.xlarge,dev,reserved,6.03,30.5,13,1.75
13-08-2025,i-44734,m5.2xlarge,staging,reserved,87.95,78.13,22,5.91
13-08-2025,i-34232,t3.medium,prod,spot,86.56,51.47,18,0.37
13-08-2025,i-68428,m5.xlarge,staging,reserved,14.33,56.58,14,1.88
14-08-2025,i-44524,t3.medium,staging,reserved,43.62,81.77,19,0.55
14-08-2025,i-29808,m5.large,staging,spot,13.34,51.5,12,0.58
14-08-2025,i-80968,t3.medium,dev,spot,17.75,37.6,17,0.35
14-08-2025,i-17993,m5.2xlarge,prod,on_demand,67.68,50.46,20,7.68
14-08-2025,i-72236,m5.2xlarge,prod,reserved,36.95,43.53,20,5.38
14-08-2025,i-20348,c5.large,dev,reserved,44.05,76.73,16,0.95
14-08-2025,i-84870,m5.2xlarge,prod,on_demand,80.83,91.2,20,7.68
14-08-2025,i-29326,c5.large,prod,spot,71.89,36.81,21,0.89
14-08-2025,i-37772,t3.medium,staging,on_demand,63.49,47.2,14,0.58
14-08-2025,i-20271,m5.large,dev,on_demand,26.65,81.47,18,1.73
14-08-2025,i-87994,m5.2xlarge,dev,spot,8.27,86.65,14,2.69
14-08-2025,i-18783,m5.xlarge,staging,spot,44.23,64.16,24,2.3
14-08-2025,i-82358,t3.medium,staging,spot,61.05,86.09,18,0.37
14-08-2025,i-11620,m5.xlarge,staging,spot,59.12,62.18,19,1.82
14-08-2025,i-64997,c5.large,prod,spot,10.67,54.06,24,1.02
14-08-2025,i-84264,t3.medium,staging,on_demand,17.76,72.68,14,0.58
14-08-2025,i-83752,c5.large,prod,on_demand,48.54,67.82,13,1.1
14-08-2025,i-63856,t3.medium,staging,spot,8.54,17.21,17,0.35
14-08-2025,i-84976,m5.xlarge,staging,spot,65.89,16.13,19,1.82
14-08-2025,i-46099,c5.large,staging,on_demand,11.06,11.03,14,1.19
15-08-2025,i-99235,m5.2xlarge,dev,spot,86.3,72.69,21,4.03
15-08-2025,i-41139,m5.2xlarge,dev,reserved,35.03,35.21,17,4.57
15-08-2025,i-58816,t3.medium,prod,reserved,34.72,75.85,16,0.47
15-08-2025,i-46745,t3.medium,staging,reserved,61.22,25.74,16,0.47
15-08-2025,i-39878,m5.2xlarge,prod,spot,19.8,18.36,13,2.5
15-08-2025,i-52056,m5.large,staging,spot,61.13,74.97,19,0.91
15-08-2025,i-94614,m5.xlarge,prod,reserved,27.53,11.78,21,2.82
15-08-2025,i-63368,t3.medium,dev,reserved,11.98,92.27,15,0.44
15-08-2025,i-77537,m5.2xlarge,prod,reserved,30.11,75.38,12,3.23
15-08-2025,i-76426,m5.large,dev,reserved,58.1,42.46,23,1.55
15-08-2025,i-13794,m5.2xlarge,dev,spot,22.48,20.32,21,4.03
15-08-2025,i-42701,m5.large,dev,on_demand,57.28,75.84,12,1.15
15-08-2025,i-36097,t3.medium,staging,on_demand,59.73,55.08,17,0.71
15-08-2025,i-62028,m5.xlarge,staging,reserved,8.57,92.32,20,2.69
15-08-2025,i-58819,t3.medium,prod,on_demand,72.89,34.89,15,0.62
15-08-2025,i-72204,m5.2xlarge,prod,reserved,88.3,61.16,14,3.76
15-08-2025,i-31432,c5.large,prod,reserved,54.51,73.59,17,1.01
15-08-2025,i-47364,m5.xlarge,prod,spot,74,65.8,13,1.25
15-08-2025,i-85007,t3.medium,staging,on_demand,15.89,38.75,14,0.58
15-08-2025,i-98826,m5.large,dev,spot,83.89,29.09,15,0.72
16-08-2025,i-77276,m5.large,staging,spot,36.63,46.73,18,0.86
16-08-2025,i-27342,t3.medium,prod,on_demand,42.35,62.1,19,0.79
16-08-2025,i-43081,m5.large,prod,on_demand,85.16,30.46,15,1.44
16-08-2025,i-94245,c5.large,staging,spot,15.33,26.78,23,0.98
16-08-2025,i-70161,m5.xlarge,staging,reserved,80.39,64.89,17,2.28
16-08-2025,i-98761,m5.xlarge,dev,reserved,29.3,79.36,16,2.15
16-08-2025,i-23410,c5.large,prod,reserved,78.22,81.95,21,1.25
16-08-2025,i-83591,t3.medium,prod,spot,83.11,31.44,17,0.35
16-08-2025,i-99707,c5.large,prod,reserved,69.18,49.15,16,0.95
16-08-2025,i-46239,t3.medium,staging,on_demand,76.57,71.92,17,0.71
16-08-2025,i-95389,m5.xlarge,staging,reserved,71,65.77,22,2.96
16-08-2025,i-41496,m5.xlarge,dev,on_demand,20.08,56.33,20,3.84
16-08-2025,i-51888,t3.medium,prod,reserved,88.7,89.68,22,0.64
16-08-2025,i-75191,m5.large,prod,on_demand,8.67,24.01,22,2.11
16-08-2025,i-60891,m5.xlarge,staging,reserved,16.2,71.71,18,2.42
16-08-2025,i-34892,t3.medium,prod,spot,74.51,28.15,21,0.44
16-08-2025,i-99957,m5.xlarge,prod,spot,48,81.46,15,1.44
16-08-2025,i-56988,c5.large,prod,reserved,67.29,56.09,22,1.31
16-08-2025,i-83170,c5.large,staging,on_demand,55.18,53.21,22,1.87
16-08-2025,i-26769,m5.large,staging,on_demand,30.29,58.03,19,1.82
17-08-2025,i-33995,m5.xlarge,prod,spot,63.56,84.23,24,2.3
17-08-2025,i-56567,m5.xlarge,prod,on_demand,59.08,74.7,15,2.88
17-08-2025,i-53426,m5.large,prod,reserved,18.61,49.23,18,1.21
17-08-2025,i-70786,m5.xlarge,staging,spot,5.79,30.97,16,1.54
17-08-2025,i-86490,t3.medium,staging,on_demand,66.75,94.3,22,0.92
17-08-2025,i-35499,c5.large,prod,on_demand,13.43,44.13,19,1.62
17-08-2025,i-79446,c5.large,dev,spot,73.01,27.34,18,0.77
17-08-2025,i-28004,m5.xlarge,staging,on_demand,52.18,72.31,14,2.69
17-08-2025,i-69974,m5.large,staging,reserved,57.36,25.98,21,1.41
17-08-2025,i-20592,m5.large,staging,spot,35.21,76.62,14,0.67
17-08-2025,i-51079,m5.2xlarge,staging,spot,52.11,10.44,14,2.69
17-08-2025,i-37444,t3.medium,dev,reserved,69.68,13,16,0.47
17-08-2025,i-21539,m5.large,prod,on_demand,68.39,27.21,19,1.82
17-08-2025,i-66283,m5.large,prod,reserved,86.44,41.27,22,1.48
17-08-2025,i-10611,m5.2xlarge,staging,reserved,32.79,22.66,18,4.84
17-08-2025,i-58903,t3.medium,prod,on_demand,30.98,84.52,23,0.96
17-08-2025,i-12348,t3.medium,staging,spot,89.69,41.31,15,0.31
17-08-2025,i-39657,t3.medium,prod,spot,43.13,71.38,15,0.31
17-08-2025,i-60272,m5.xlarge,staging,on_demand,80.33,60.41,13,2.5
17-08-2025,i-18557,c5.large,prod,reserved,38.28,45.07,14,0.83
18-08-2025,i-78195,t3.medium,staging,reserved,64.13,10.27,19,0.55
18-08-2025,i-27536,c5.large,prod,reserved,57.67,40.22,18,1.07
18-08-2025,i-34697,m5.xlarge,staging,reserved,72.51,17.9,24,3.23
18-08-2025,i-39402,m5.large,staging,on_demand,55,50.88,15,1.44
18-08-2025,i-87292,m5.large,dev,spot,59.6,15.51,12,0.58
18-08-2025,i-95267,c5.large,dev,on_demand,54.3,57.73,17,1.45
18-08-2025,i-80088,t3.medium,staging,spot,52.66,61.3,16,0.33
18-08-2025,i-96765,c5.large,dev,spot,62.5,78.42,12,0.51
18-08-2025,i-25176,t3.medium,prod,on_demand,27.93,80.13,12,0.5
18-08-2025,i-81733,m5.2xlarge,staging,reserved,47.35,16.55,13,3.49
18-08-2025,i-36934,m5.xlarge,staging,spot,9.98,38.41,14,1.34
18-08-2025,i-23235,t3.medium,staging,reserved,71.72,70.15,22,0.64
18-08-2025,i-27978,c5.large,staging,spot,72.03,53.97,21,0.89
18-08-2025,i-90962,m5.2xlarge,dev,spot,42.42,22.53,23,4.42
18-08-2025,i-23928,t3.medium,staging,on_demand,32.9,46.89,24,1
18-08-2025,i-44471,m5.2xlarge,dev,spot,12.53,28.75,15,2.88
18-08-2025,i-63707,c5.large,dev,reserved,55.85,72.53,23,1.37
18-08-2025,i-75058,m5.xlarge,dev,on_demand,89.86,89.31,20,3.84
18-08-2025,i-40737,m5.large,prod,reserved,59.62,45.81,17,1.14
18-08-2025,i-24474,t3.medium,dev,spot,59.08,76.78,13,0.27
19-08-2025,i-21807,c5.large,prod,reserved,15.06,44.84,14,0.83
19-08-2025,i-23276,c5.large,dev,spot,76.38,42.63,23,0.98
19-08-2025,i-48800,m5.xlarge,prod,on_demand,53.61,59.96,19,3.65
19-08-2025,i-32898,m5.xlarge,staging,on_demand,20.68,40.79,13,2.5
19-08-2025,i-98705,t3.medium,staging,reserved,33.43,12.23,24,0.7
19-08-2025,i-22451,m5.xlarge,staging,spot,7.06,80.69,13,1.25
19-08-2025,i-94829,t3.medium,dev,on_demand,28.21,54.04,22,0.92
19-08-2025,i-91501,m5.large,staging,reserved,30.39,89.96,19,1.28
19-08-2025,i-54921,m5.xlarge,prod,on_demand,27.04,46.52,17,3.26
19-08-2025,i-69839,m5.large,dev,reserved,79.18,81.56,18,1.21
19-08-2025,i-65278,m5.xlarge,staging,spot,20.82,78.22,19,1.82
19-08-2025,i-17686,m5.large,dev,on_demand,43.95,51.05,23,2.21
19-08-2025,i-73265,m5.large,dev,reserved,16.35,16.85,21,1.41
19-08-2025,i-90127,c5.large,prod,reserved,66.87,52.2,14,0.83
19-08-2025,i-99714,m5.2xlarge,staging,spot,42.13,72.01,12,2.3
19-08-2025,i-63907,m5.large,staging,reserved,70.07,23.51,13,0.87
19-08-2025,i-95848,m5.2xlarge,dev,on_demand,56.87,21.51,16,6.14
19-08-2025,i-78788,m5.xlarge,dev,spot,68.87,65.84,22,2.11
19-08-2025,i-97797,c5.large,prod,spot,86.31,15.86,15,0.64
19-08-2025,i-91033,m5.xlarge,prod,spot,9.85,33.99,23,2.21
20-08-2025,i-42581,t3.medium,staging,spot,27.24,30.99,23,0.48
20-08-2025,i-94070,m5.2xlarge,staging,spot,82.03,31.21,22,4.22
20-08-2025,i-17152,m5.2xlarge,dev,spot,28.12,74.55,21,4.03
20-08-2025,i-71510,t3.medium,prod,on_demand,43.23,76.02,20,0.83
20-08-2025,i-74441,m5.2xlarge,dev,on_demand,10.56,51.44,24,9.22
20-08-2025,i-16599,m5.xlarge,dev,reserved,7.86,15.33,16,2.15
20-08-2025,i-59628,c5.large,dev,spot,82.05,21.84,22,0.94
20-08-2025,i-68220,m5.2xlarge,dev,on_demand,50.26,44.94,19,7.3
20-08-2025,i-68598,c5.large,staging,on_demand,34.52,86.49,19,1.62
20-08-2025,i-95638,m5.xlarge,dev,reserved,6.85,66.42,23,3.09
20-08-2025,i-14696,t3.medium,dev,reserved,86.89,57.61,18,0.52
20-08-2025,i-89194,c5.large,prod,on_demand,84.63,14.44,13,1.1
20-08-2025,i-83706,c5.large,prod,reserved,40.6,32.11,20,1.19
20-08-2025,i-54676,m5.large,prod,spot,67.12,93.41,19,0.91
20-08-2025,i-53512,m5.xlarge,dev,on_demand,26.81,65.6,19,3.65
20-08-2025,i-96136,c5.large,prod,spot,21.84,58.05,19,0.81
20-08-2025,i-22771,m5.xlarge,prod,reserved,44.43,92.62,13,1.75
20-08-2025,i-93055,m5.large,dev,reserved,56.72,39.71,17,1.14
20-08-2025,i-23935,m5.xlarge,prod,spot,14.7,22.86,17,1.63
20-08-2025,i-63636,t3.medium,dev,reserved,24.15,31.33,14,0.41
21-08-2025,i-34581,t3.medium,staging,spot,77.3,57.7,15,0.31
21-08-2025,i-34979,t3.medium,staging,on_demand,49.49,19.76,19,0.79
21-08-2025,i-93000,m5.xlarge,dev,reserved,78.11,71.44,12,1.61
21-08-2025,i-96305,c5.large,dev,reserved,10.75,70.17,19,1.13
21-08-2025,i-10568,c5.large,prod,on_demand,51.2,16.95,19,1.62
21-08-2025,i-66729,c5.large,prod,on_demand,43.96,51.2,20,1.7
21-08-2025,i-33226,c5.large,staging,spot,19.09,90.38,24,1.02
21-08-2025,i-23573,c5.large,dev,spot,77.25,66.87,14,0.6
21-08-2025,i-52184,m5.2xlarge,prod,spot,44.3,45,21,4.03
21-08-2025,i-42537,c5.large,staging,reserved,60.33,56.36,21,1.25
21-08-2025,i-69355,m5.xlarge,staging,reserved,10.29,53.56,16,2.15
21-08-2025,i-77147,m5.large,dev,reserved,73.54,49.04,21,1.41
21-08-2025,i-82559,m5.xlarge,prod,spot,9.42,76.83,17,1.63
21-08-2025,i-48086,m5.large,dev,on_demand,22.12,31.98,21,2.02
21-08-2025,i-95208,m5.xlarge,prod,on_demand,19,38.07,23,4.42
21-08-2025,i-93476,m5.large,prod,spot,69.32,54.15,23,1.1
21-08-2025,i-56168,m5.xlarge,prod,on_demand,22.41,84.62,24,4.61
21-08-2025,i-97445,c5.large,staging,spot,79.76,84,21,0.89
21-08-2025,i-47477,m5.2xlarge,prod,spot,25.3,48.36,20,3.84
21-08-2025,i-13312,m5.2xlarge,dev,spot,88.72,75.62,13,2.5
22-08-2025,i-17419,m5.2xlarge,dev,on_demand,7.31,15.54,22,8.45
22-08-2025,i-99573,m5.large,staging,on_demand,44.43,87.28,16,1.54
22-08-2025,i-48684,m5.xlarge,dev,on_demand,50.79,52.31,23,4.42
22-08-2025,i-69322,m5.large,prod,on_demand,13.97,65.83,17,1.63
22-08-2025,i-83647,t3.medium,prod,spot,74.88,42.34,23,0.48
22-08-2025,i-60972,m5.large,prod,spot,70.93,91.98,20,0.96
22-08-2025,i-97096,m5.large,prod,spot,22.32,54.48,16,0.77
22-08-2025,i-99803,t3.medium,staging,reserved,29.41,77.39,18,0.52
22-08-2025,i-42943,m5.xlarge,prod,on_demand,54.1,63.94,12,2.3
22-08-2025,i-93071,m5.large,prod,reserved,72.82,43.66,15,1.01
22-08-2025,i-89087,m5.xlarge,prod,spot,82.78,55.31,23,2.21
22-08-2025,i-68827,m5.large,prod,on_demand,18.43,69.15,16,1.54
22-08-2025,i-32779,m5.large,prod,on_demand,72.43,36.92,14,1.34
22-08-2025,i-66165,c5.large,dev,reserved,77.86,87.02,12,0.71
22-08-2025,i-31093,m5.xlarge,prod,reserved,28.54,93.6,14,1.88
22-08-2025,i-71122,c5.large,staging,on_demand,16.96,27.17,17,1.45
22-08-2025,i-88234,m5.large,dev,on_demand,20.66,85.99,17,1.63
22-08-2025,i-49472,t3.medium,prod,spot,60.61,22.93,22,0.46
22-08-2025,i-19552,m5.2xlarge,prod,spot,42.43,62.3,17,3.26
22-08-2025,i-78236,m5.xlarge,prod,on_demand,12.09,85.01,14,2.69
23-08-2025,i-81182,t3.medium,prod,on_demand,73.31,52.94,18,0.75
23-08-2025,i-38992,c5.large,staging,on_demand,87.21,45.51,17,1.45
23-08-2025,i-57290,m5.large,prod,reserved,88.65,66.77,17,1.14
23-08-2025,i-72240,m5.xlarge,dev,spot,58.95,24.11,20,1.92
23-08-2025,i-97679,c5.large,prod,on_demand,79.96,46.34,13,1.1
23-08-2025,i-90439,m5.xlarge,staging,on_demand,18.79,11.07,22,4.22
23-08-2025,i-52065,c5.large,dev,on_demand,52.58,54.83,22,1.87
23-08-2025,i-80809,m5.2xlarge,dev,reserved,66.15,85.67,16,4.3
23-08-2025,i-59146,m5.xlarge,dev,spot,11.75,72.18,24,2.3
23-08-2025,i-15747,c5.large,prod,reserved,20.93,82.95,19,1.13
23-08-2025,i-77357,m5.xlarge,prod,on_demand,74.62,55.97,17,3.26
23-08-2025,i-80513,t3.medium,dev,on_demand,65.37,36.72,24,1
23-08-2025,i-37627,c5.large,dev,spot,45.05,79.84,13,0.55
23-08-2025,i-36945,m5.large,prod,reserved,44.04,40.41,13,0.87
23-08-2025,i-67047,c5.large,prod,spot,47.01,80.4,24,1.02
23-08-2025,i-13113,t3.medium,prod,spot,33.49,24.77,14,0.29
23-08-2025,i-21471,m5.2xlarge,prod,reserved,65.52,80.21,12,3.23
23-08-2025,i-43018,t3.medium,dev,on_demand,13.55,30.39,24,1
23-08-2025,i-43901,c5.large,dev,spot,17.07,39.58,15,0.64
23-08-2025,i-63011,m5.2xlarge,staging,reserved,43.28,73.65,22,5.91
24-08-2025,i-98250,m5.2xlarge,staging,on_demand,60.35,62.78,18,6.91
24-08-2025,i-91048,t3.medium,prod,on_demand,34.95,81.52,22,0.92
24-08-2025,i-19514,t3.medium,prod,spot,45.06,93.22,12,0.25
24-08-2025,i-99899,m5.xlarge,prod,on_demand,58.9,20.73,16,3.07
24-08-2025,i-67367,m5.xlarge,prod,on_demand,62.48,37.63,16,3.07
24-08-2025,i-72126,m5.2xlarge,staging,spot,63.34,15.92,12,2.3
24-08-2025,i-61248,m5.large,prod,on_demand,19.86,82.74,14,1.34
24-08-2025,i-49066,c5.large,staging,spot,24.31,81.15,14,0.6
24-08-2025,i-28530,m5.xlarge,dev,spot,28.74,64.64,20,1.92
24-08-2025,i-88204,t3.medium,dev,on_demand,64,53.58,21,0.87
24-08-2025,i-49936,m5.2xlarge,prod,spot,30.95,28.07,13,2.5
24-08-2025,i-55069,m5.large,prod,spot,7.82,35.84,23,1.1
24-08-2025,i-28671,m5.large,staging,spot,60.52,89.76,20,0.96
24-08-2025,i-43127,m5.large,dev,on_demand,79.05,75.12,21,2.02
24-08-2025,i-84356,m5.large,dev,on_demand,72.02,66.52,22,2.11
24-08-2025,i-82045,t3.medium,prod,reserved,27.12,87.11,22,0.64
24-08-2025,i-42858,t3.medium,staging,spot,62.01,57.64,13,0.27
24-08-2025,i-73857,t3.medium,dev,spot,14.43,48,21,0.44
24-08-2025,i-95914,m5.xlarge,staging,on_demand,44.13,83.49,22,4.22
24-08-2025,i-19149,m5.large,dev,reserved,51.47,42.33,21,1.41
25-08-2025,i-53036,m5.large,staging,reserved,88.03,19.41,19,1.28
25-08-2025,i-86568,c5.large,prod,reserved,40.92,13.57,23,1.37
25-08-2025,i-51462,m5.large,prod,spot,67.89,88.04,17,0.82
25-08-2025,i-42266,m5.2xlarge,dev,on_demand,28.8,82.96,17,6.53
25-08-2025,i-67163,m5.large,prod,spot,29.84,87.42,22,1.06
25-08-2025,i-53458,m5.xlarge,staging,on_demand,69.09,78.42,22,4.22
25-08-2025,i-50038,m5.2xlarge,staging,reserved,6.53,91.84,17,4.57
25-08-2025,i-94613,m5.2xlarge,prod,on_demand,66.77,35.9,14,5.38
25-08-2025,i-80597,c5.large,dev,reserved,75.5,33.93,14,0.83
25-08-2025,i-20022,m5.large,staging,spot,79.18,19.57,22,1.06
25-08-2025,i-14088,t3.medium,dev,spot,64.81,55.96,22,0.46
25-08-2025,i-87337,c5.large,prod,reserved,13.21,30.56,24,1.43
25-08-2025,i-81233,m5.large,dev,spot,6.05,49.85,16,0.77
25-08-2025,i-29481,c5.large,staging,spot,30.61,60.86,24,1.02
25-08-2025,i-87280,m5.xlarge,staging,on_demand,30.27,35.49,24,4.61
25-08-2025,i-76900,m5.xlarge,dev,reserved,68.17,14.09,20,2.69
25-08-2025,i-11388,t3.medium,staging,reserved,81.75,82.44,20,0.58
25-08-2025,i-77388,m5.large,prod,spot,61.76,60.42,14,0.67
25-08-2025,i-84233,m5.large,staging,on_demand,80.85,25.75,14,1.34
25-08-2025,i-73373,c5.large,prod,on_demand,11.71,30.36,23,1.96
26-08-2025,i-73916,m5.xlarge,dev,on_demand,72.54,12.95,24,4.61
26-08-2025,i-40673,m5.large,dev,reserved,54.54,94.61,17,1.14
26-08-2025,i-57349,t3.medium,prod,on_demand,77.73,54.32,20,0.83
26-08-2025,i-15230,m5.2xlarge,staging,reserved,10.41,80.67,12,3.23
26-08-2025,i-93042,m5.xlarge,dev,spot,55.91,19.77,20,1.92
26-08-2025,i-81349,m5.xlarge,prod,reserved,12.98,87.32,21,2.82
26-08-2025,i-59613,c5.large,dev,reserved,61.88,80.49,22,1.31
26-08-2025,i-77720,m5.xlarge,prod,spot,79.71,58.6,13,1.25
26-08-2025,i-63194,m5.xlarge,staging,on_demand,48.98,46.59,20,3.84
26-08-2025,i-73191,m5.xlarge,staging,reserved,31.94,46.94,24,3.23
26-08-2025,i-67658,c5.large,dev,spot,70.78,61.16,14,0.6
26-08-2025,i-94341,m5.large,dev,on_demand,80.86,47.69,20,1.92
26-08-2025,i-30625,m5.xlarge,dev,on_demand,56.6,63.66,14,2.69
26-08-2025,i-96652,m5.xlarge,prod,spot,55.29,69.72,13,1.25
26-08-2025,i-24855,m5.large,staging,reserved,25.18,53.55,23,1.55
26-08-2025,i-37617,m5.2xlarge,prod,reserved,13.86,42.68,19,5.11
26-08-2025,i-12942,c5.large,dev,spot,46.45,65.44,18,0.77
26-08-2025,i-87640,m5.large,dev,on_demand,85.8,61.06,21,2.02
26-08-2025,i-15136,m5.large,dev,spot,68.21,53.03,20,0.96
26-08-2025,i-43850,c5.large,dev,on_demand,58.9,16.03,14,1.19
27-08-2025,i-83872,m5.large,prod,reserved,26.62,40.76,21,1.41
27-08-2025,i-47152,t3.medium,prod,spot,45.16,13.88,22,0.46
27-08-2025,i-71789,t3.medium,dev,reserved,16.9,33.53,21,0.61
27-08-2025,i-88753,m5.2xlarge,dev,on_demand,87.58,38.16,18,6.91
27-08-2025,i-96461,m5.large,prod,on_demand,45.97,26.67,21,2.02
27-08-2025,i-99861,c5.large,staging,on_demand,56.92,33.86,23,1.96
27-08-2025,i-19023,m5.xlarge,staging,spot,22.59,53.91,21,2.02
27-08-2025,i-24230,m5.large,staging,reserved,5.47,10.65,14,0.94
27-08-2025,i-99701,t3.medium,dev,spot,23.62,13.12,20,0.42
27-08-2025,i-33255,m5.2xlarge,dev,spot,14.18,38.8,13,2.5
27-08-2025,i-79655,m5.2xlarge,prod,spot,73.22,58.62,12,2.3
27-08-2025,i-96427,c5.large,dev,on_demand,48.58,34.95,19,1.62
27-08-2025,i-98940,m5.large,prod,spot,84.2,43.75,12,0.58
27-08-2025,i-15693,m5.2xlarge,prod,reserved,12.4,62.45,17,4.57
27-08-2025,i-73192,c5.large,staging,on_demand,14.68,39.34,24,2.04
27-08-2025,i-85513,m5.2xlarge,staging,spot,48.13,84.31,24,4.61
27-08-2025,i-72539,t3.medium,staging,on_demand,46.95,69.69,16,0.67
27-08-2025,i-81267,m5.large,dev,reserved,89.39,21.18,21,1.41
27-08-2025,i-10932,m5.2xlarge,staging,on_demand,28.35,43.54,12,4.61
27-08-2025,i-10942,c5.large,prod,on_demand,40.86,44.94,20,1.7
28-08-2025,i-51405,m5.2xlarge,prod,on_demand,82.15,70.69,23,8.83
28-08-2025,i-65846,m5.2xlarge,staging,on_demand,56.67,36.3,14,5.38
28-08-2025,i-65517,c5.large,staging,reserved,75.02,91.18,20,1.19
28-08-2025,i-99208,c5.large,staging,spot,74.8,10.13,16,0.68
28-08-2025,i-83080,m5.2xlarge,dev,reserved,59.09,14.35,20,5.38
28-08-2025,i-82733,m5.2xlarge,dev,reserved,26.9,15.06,20,5.38
28-08-2025,i-55135,m5.2xlarge,staging,reserved,56.32,68.36,21,5.64
28-08-2025,i-25608,m5.2xlarge,prod,on_demand,14.73,42.63,22,8.45
28-08-2025,i-23143,m5.large,staging,spot,43.78,41.37,14,0.67
28-08-2025,i-54359,m5.large,prod,reserved,15.29,45.61,24,1.61
28-08-2025,i-16822,c5.large,prod,spot,68.85,16.04,22,0.94
28-08-2025,i-21939,m5.large,staging,spot,11.82,40.16,12,0.58
28-08-2025,i-21552,m5.large,staging,spot,85.05,66.83,18,0.86
